Name,Size,Age,Color,Breed
Jwwiwia,14,54,red,Chinese Fireball
Jxlejgrq,20,44,black,Chinese Fireball
Jxnc,8,74,red,Chinese Fireball
Jyh,8,41,black,Chinese Fireball
Jyv,16,57,red,Chinese Fireball
Jyytifns,14,56,black,Chinese Fireball
Kbvjumkv,11,67,blue,Chinese Fireball
Kclaqsea,16,83,black,Chinese Fireball
Kduhob,17,76,blue,Chinese Fireball
Ketcwp,8,55,black,Chinese Fireball
Kfwhskwi,15,1,black,Chinese Fireball
Kjxg,5,70,blue,Chinese Fireball
Kjyqiym,1,37,black,Chinese Fireball
Kkh,6,51,red,Chinese Fireball
Kmgoi,17,17,white,Chinese Fireball
Kmsmhf,1,84,blue,Chinese Fireball
Kpwdcebd,0,60,black,Chinese Fireball
Kyea,9,6,blue,Chinese Fireball
Labpqvlu,11,2,white,Chinese Fireball
Lbvaosm,4,66,black,Chinese Fireball
Lbxffpct,10,83,red,Chinese Fireball
Les,16,29,black,Chinese Fireball
Lfdp,16,14,black,Chinese Fireball
Llcaou,15,71,white,Chinese Fireball
Lljcjkef,9,66,blue,Chinese Fireball
Lsewf,17,20,blue,Chinese Fireball
Lvemo,11,46,black,Chinese Fireball
Lvthy,8,52,red,Chinese Fireball
Lwjo,17,46,black,Chinese Fireball
Lxpu,14,69,white,Chinese Fireball
Lyhcwic,3,80,red,Chinese Fireball
Macmxgx,19,97,white,Chinese Fireball
Mbcvoo,0,34,red,Chinese Fireball
Mcjojyo,2,13,black,Chinese Fireball
Mfpg,16,79,red,Chinese Fireball
Mhpoiox,4,89,blue,Chinese Fireball
Mimmm,19,79,red,Chinese Fireball
Mina,10,49,blue,Chinese Fireball
Mjyudvfa,15,85,red,Chinese Fireball
Mqurr,10,31,red,Chinese Fireball
Mrgllecy,4,31,black,Chinese Fireball
Msou,0,21,blue,Chinese Fireball
Muqkmpv,19,90,black,Chinese Fireball
Mxwve,12,76,white,Chinese Fireball
Mxxsyut,15,55,red,Chinese Fireball
Nagrm,19,8,white,Chinese Fireball
Natv,6,69,blue,Chinese Fireball
Nbwwoafo,7,78,black,Chinese Fireball
Nce,9,55,red,Chinese Fireball
Nejd,18,1,red,Chinese Fireball
Neopb,7,20,black,Chinese Fireball
Nfdt,17,28,black,Chinese Fireball
Nfeyv,0,13,white,Chinese Fireball
Nheidri,8,69,red,Chinese Fireball
Nhmyeseo,0,6,red,Chinese Fireball
Nmct,6,27,red,Chinese Fireball
Noppq,20,94,red,Chinese Fireball
Notd,17,16,white,Chinese Fireball
Npbvy,3,44,red,Chinese Fireball
Npi,17,14,white,Chinese Fireball
Nqkubki,9,37,red,Chinese Fireball
Nrtatw,9,6,red,Chinese Fireball
Nswqix,14,8,black,Chinese Fireball
Ntmqupek,1,84,red,Chinese Fireball
Nusddsem,5,54,black,Chinese Fireball
Nyncdxxs,12,47,red,Chinese Fireball
Ofegh,20,64,red,Chinese Fireball
Ofn,18,58,black,Chinese Fireball
Oim,0,33,red,Chinese Fireball
Olcwi,6,73,black,Chinese Fireball
Olhmi,17,100,blue,Chinese Fireball
Ooslhcwv,7,9,black,Chinese Fireball
Opbfm,10,95,white,Chinese Fireball
Oqx,8,11,blue,Chinese Fireball
Orljnv,19,80,white,Chinese Fireball
Orvwx,6,92,blue,Chinese Fireball
Ostj,4,9,blue,Chinese Fireball
Otck,13,62,blue,Chinese Fireball
Oupki,4,59,blue,Chinese Fireball
Owyrfswo,1,93,blue,Chinese Fireball
Oyro,1,91,black,Chinese Fireball
Paxpgc,2,49,white,Chinese Fireball
Pcutjqx,11,67,black,Chinese Fireball
Pdffhbf,18,15,black,Chinese Fireball
Pdmwrmq,4,42,black,Chinese Fireball
Pfdpwkvo,0,6,blue,Chinese Fireball
Pftvlfiv,11,45,white,Chinese Fireball
Pfw,16,78,white,Chinese Fireball
Pgaux,1,4,white,Chinese Fireball
Pgyco,8,75,red,Chinese Fireball
Pio,19,70,blue,Chinese Fireball
Pkjxs,6,2,black,Chinese Fireball
Pnkqovhe,19,5,blue,Chinese Fireball
Pobxq,15,38,blue,Chinese Fireball
Ptohmyt,18,65,black,Chinese Fireball
Pvklbx,13,57,white,Chinese Fireball
Pwec,3,56,blue,Chinese Fireball
Pwhjiey,13,17,white,Chinese Fireball
Pxe,8,54,blue,Chinese Fireball
Qayk,4,3,red,Chinese Fireball
Qcgp,4,87,white,Chinese Fireball
Qete,10,20,black,Chinese Fireball
Qew,12,49,black,Chinese Fireball
Qgcwrru,5,43,blue,Chinese Fireball
Qgierp,12,54,white,Chinese Fireball
Qhy,15,48,white,Chinese Fireball
Qimsje,13,77,black,Chinese Fireball
Qjvvs,10,18,white,Chinese Fireball
Qmb,10,87,black,Chinese Fireball
Qmmglme,1,50,white,Chinese Fireball
Qntcqoiq,11,85,red,Chinese Fireball
Qpnr,8,41,white,Chinese Fireball
Qsb,4,62,black,Chinese Fireball
Qtgn,15,91,white,Chinese Fireball
Qtjk,9,81,red,Chinese Fireball
Qupuuoy,15,71,black,Chinese Fireball
Qxbiuwmv,2,32,black,Chinese Fireball
Qxx,7,22,white,Chinese Fireball
Qybyg,3,36,white,Chinese Fireball
Rbenrdu,15,63,red,Chinese Fireball
Rdq,1,28,red,Chinese Fireball
Rfsx,19,89,blue,Chinese Fireball
Rfwiul,14,57,black,Chinese Fireball
Ripu,20,68,blue,Chinese Fireball
Rowp,12,81,blue,Chinese Fireball
Rpyjbtg,5,3,white,Chinese Fireball
Rrolv,10,84,black,Chinese Fireball
Rtgxm,14,30,black,Chinese Fireball
Rvnyf,7,41,black,Chinese Fireball
Rwtnkt,18,15,white,Chinese Fireball
Rxyhva,6,27,red,Chinese Fireball
Rxyu,5,15,white,Chinese Fireball
Sfhuspsh,18,32,red,Chinese Fireball
Sibdjb,20,50,white,Chinese Fireball
Silajoid,14,73,white,Chinese Fireball
Sis,5,82,black,Chinese Fireball
Sjdoinio,17,66,black,Chinese Fireball
Skjgm,0,90,black,Chinese Fireball
Skum,20,5,blue,Chinese Fireball
Slkg,20,5,red,Chinese Fireball
Smqqpgg,16,6,white,Chinese Fireball
Smqwhlol,18,22,blue,Chinese Fireball
Squee,6,92,black,Chinese Fireball
Sqvn,3,23,blue,Chinese Fireball
Sratvw,14,10,black,Chinese Fireball
Srpiukt,15,68,white,Chinese Fireball
Ssbmt,19,24,red,Chinese Fireball
Sve,4,9,black,Chinese Fireball
Svll,19,80,white,Chinese Fireball
Sygj,7,17,blue,Chinese Fireball
Tbhivve,8,92,white,Chinese Fireball
Tbn,17,69,black,Chinese Fireball
Tbyg,8,33,blue,Chinese Fireball
Tcgeqlw,11,99,blue,Chinese Fireball
Tird,9,30,red,Chinese Fireball
Tiuiej,13,16,black,Chinese Fireball
Tjyke,16,65,red,Chinese Fireball
Tofhebcd,11,93,red,Chinese Fireball
Tpqosw,1,57,white,Chinese Fireball
Ttyj,6,51,red,Chinese Fireball
Tvtkr,2,85,black,Chinese Fireball
Tvwv,13,21,blue,Chinese Fireball
Tvwytji,17,14,white,Chinese Fireball
Txmwxa,18,47,red,Chinese Fireball
Txriapo,2,7,black,Chinese Fireball
Ufrhmkl,0,25,black,Chinese Fireball
Uhfl,8,33,red,Chinese Fireball
Umxjpke,5,70,black,Chinese Fireball
Unl,16,16,red,Chinese Fireball
Uoqpkxa,18,38,white,Chinese Fireball
Utaj,11,48,white,Chinese Fireball
Uvcfh,0,99,white,Chinese Fireball
Uxqv,13,23,white,Chinese Fireball
Uxxrd,17,63,blue,Chinese Fireball
Vbaj,14,100,blue,Chinese Fireball
Vbfpubkf,13,17,red,Chinese Fireball
Vcia,15,42,red,Chinese Fireball
Veaj,16,17,blue,Chinese Fireball
Vhmf,10,42,white,Chinese Fireball
Vibedve,9,16,black,Chinese Fireball
Vjoal,3,46,white,Chinese Fireball
Vjuhnl,1,72,white,Chinese Fireball
Vkbh,17,16,black,Chinese Fireball
Vlfybfnv,1,49,red,Chinese Fireball
Vno,5,30,white,Chinese Fireball
Vnspgdx,2,82,white,Chinese Fireball
Vpivhjsh,13,67,blue,Chinese Fireball
Vpl,12,100,black,Chinese Fireball
Vssbyl,19,79,white,Chinese Fireball
Vub,6,59,blue,Chinese Fireball
Wadgc,19,62,blue,Chinese Fireball
Wavgvyn,18,79,blue,Chinese Fireball
Wehld,8,8,black,Chinese Fireball
Wioyv,0,22,blue,Chinese Fireball
Wjp,19,16,red,Chinese Fireball
Wlqyvr,1,50,black,Chinese Fireball
Wluiuiwl,12,20,red,Chinese Fireball
Wmswraxc,3,66,white,Chinese Fireball
Wnbapx,3,77,black,Chinese Fireball
Wpmvst,15,47,blue,Chinese Fireball
Wqe,8,100,black,Chinese Fireball
Wruxpox,12,68,white,Chinese Fireball
Wugx,13,41,white,Chinese Fireball
Wwhpyut,20,66,white,Chinese Fireball
Wwsy,16,32,blue,Chinese Fireball
Wyp,6,62,blue,Chinese Fireball
Xaf,13,61,red,Chinese Fireball
Xav,20,9,blue,Chinese Fireball
Xdktb,14,23,white,Chinese Fireball
Xfox,9,9,black,Chinese Fireball
Xhpttcs,10,16,red,Chinese Fireball
Xjymwqk,19,75,blue,Chinese Fireball
Xlpoafh,20,49,white,Chinese Fireball
Xmlgqdr,15,80,red,Chinese Fireball
Xmtygiw,17,49,black,Chinese Fireball
Xngks,3,26,red,Chinese Fireball
Xokvdy,2,95,black,Chinese Fireball
Xrfaded,18,62,blue,Chinese Fireball
Xugoiro,2,83,white,Chinese Fireball
Xunwjrl,6,11,black,Chinese Fireball
Xybad,9,90,black,Chinese Fireball
Xybshorb,12,84,red,Chinese Fireball
Xyfo,19,69,white,Chinese Fireball
Xyxjgmr,7,23,red,Chinese Fireball
Ycwfg,10,59,black,Chinese Fireball
Yiyyuyk,16,44,black,Chinese Fireball
Yqe,19,8,white,Chinese Fireball
Yqkvwkj,4,89,red,Chinese Fireball
Yshbuu,8,84,white,Chinese Fireball
Yxf,2,85,black,Chinese Fireball
Yxkbws,12,28,black,Chinese Fireball
Yxsbsqv,11,28,blue,Chinese Fireball
Yyhautgy,20,58,black,Chinese Fireball
Yyxorfi,2,22,blue,Chinese Fireball
Abekxuav,5,42,white,Common Welsh Green
Aevv,12,30,black,Common Welsh Green
Afq,12,86,red,Common Welsh Green
Ajfobo,15,31,blue,Common Welsh Green
Aksyykd,12,42,blue,Common Welsh Green
Algwehgv,16,92,blue,Common Welsh Green
Ami,1,88,black,Common Welsh Green
Anfndwm,2,82,white,Common Welsh Green
Aodc,7,5,red,Common Welsh Green
Asyy,3,44,black,Common Welsh Green
Atyci,14,54,black,Common Welsh Green
Avht,0,23,black,Common Welsh Green
Avmdswpx,2,89,black,Common Welsh Green
Avusgqd,20,30,blue,Common Welsh Green
Awbn,1,88,red,Common Welsh Green
Axpk,2,91,white,Common Welsh Green
Axyiyxkx,5,20,blue,Common Welsh Green
Bedkg,15,54,red,Common Welsh Green
Bgf,8,37,blue,Common Welsh Green
Bkt,0,49,blue,Common Welsh Green
Bmlkw,8,48,white,Common Welsh Green
Bok,18,81,red,Common Welsh Green
Caf,1,73,blue,Common Welsh Green
Ccp,10,35,red,Common Welsh Green
Cipofim,13,19,blue,Common Welsh Green
Ckbwf,0,39,blue,Common Welsh Green
Cksj,2,86,white,Common Welsh Green
Coeos,1,31,white,Common Welsh Green
Csjcxl,11,21,white,Common Welsh Green
Cwbtxfb,7,12,white,Common Welsh Green
Cxf,4,81,black,Common Welsh Green
Cxfauy,1,89,blue,Common Welsh Green
Cxib,20,71,red,Common Welsh Green
Cxmtnjra,7,34,red,Common Welsh Green
Dbiixy,18,79,black,Common Welsh Green
Dbuwfw,12,71,white,Common Welsh Green
Dbyx,14,86,white,Common Welsh Green
Dctbbb,4,93,red,Common Welsh Green
Debsqae,7,11,black,Common Welsh Green
Dgkoq,9,77,red,Common Welsh Green
Dhobqsy,12,53,black,Common Welsh Green
Dlnoglgh,12,76,black,Common Welsh Green
Dnnq,17,79,white,Common Welsh Green
Dnxiw,8,87,white,Common Welsh Green
Dob,11,70,white,Common Welsh Green
Dqr,13,24,blue,Common Welsh Green
Drc,16,21,blue,Common Welsh Green
Drxbsjj,7,66,black,Common Welsh Green
Dsantdjs,8,3,red,Common Welsh Green
Ducirb,15,69,white,Common Welsh Green
Dufq,14,69,blue,Common Welsh Green
Dvquoklm,15,14,black,Common Welsh Green
Dykiapye,7,66,black,Common Welsh Green
Edql,13,11,red,Common Welsh Green
Eeodijo,7,10,red,Common Welsh Green
Eflhfnug,17,72,black,Common Welsh Green
Ehnhneiu,19,76,red,Common Welsh Green
Ehutkxkb,19,34,white,Common Welsh Green
Ejr,9,27,black,Common Welsh Green
Ekwyooob,5,32,blue,Common Welsh Green
Eouac,8,88,black,Common Welsh Green
Epi,13,76,black,Common Welsh Green
Etq,7,55,blue,Common Welsh Green
Eyjxvuap,10,96,black,Common Welsh Green
Fakvd,15,85,red,Common Welsh Green
Fawvbfp,12,66,blue,Common Welsh Green
Fcqen,5,29,black,Common Welsh Green
Fdpdwtu,13,13,white,Common Welsh Green
Fimxparw,4,36,red,Common Welsh Green
Fjgfi,2,84,blue,Common Welsh Green
Fkelsao,19,32,red,Common Welsh Green
Flyueomp,20,12,white,Common Welsh Green
Fmuk,18,57,white,Common Welsh Green
Fpuq,5,20,black,Common Welsh Green
Fqqvlcsl,2,34,black,Common Welsh Green
Fquyfwp,16,24,white,Common Welsh Green
Fsttmss,3,17,black,Common Welsh Green
Fttpx,17,18,black,Common Welsh Green
Fupm,5,81,black,Common Welsh Green
Fusblroa,14,27,white,Common Welsh Green
Fyiapfj,13,71,white,Common Welsh Green
Gbtqyvpq,10,85,white,Common Welsh Green
Gepy,8,82,red,Common Welsh Green
Gfgey,17,2,red,Common Welsh Green
Gfnmbx,14,67,black,Common Welsh Green
Gfu,4,25,red,Common Welsh Green
Ggap,8,87,red,Common Welsh Green
Ghcd,9,37,white,Common Welsh Green
Ghoqt,6,90,red,Common Welsh Green
Gikwjeiq,5,10,blue,Common Welsh Green
Gkymsxtc,17,44,black,Common Welsh Green
Gnqdhvyf,2,60,black,Common Welsh Green
Gqenm,1,45,white,Common Welsh Green
Gqp,0,3,black,Common Welsh Green
Gqqsor,7,18,red,Common Welsh Green
Gqs,18,86,blue,Common Welsh Green
Gsotx,18,75,blue,Common Welsh Green
Gur,9,25,black,Common Welsh Green
Gwxwgs,1,79,black,Common Welsh Green
Gxbla,15,24,red,Common Welsh Green
Gydlqqlk,15,56,white,Common Welsh Green
Hdavbepq,9,71,white,Common Welsh Green
Hddxjslv,14,95,black,Common Welsh Green
Heh,4,89,black,Common Welsh Green
Herobhxs,10,40,blue,Common Welsh Green
Hgbanb,18,12,black,Common Welsh Green
Hjet,14,19,blue,Common Welsh Green
Hklaqa,5,70,black,Common Welsh Green
Hlencq,7,55,red,Common Welsh Green
Hllc,12,3,white,Common Welsh Green
Hlnv,17,82,black,Common Welsh Green
Hmbujpik,3,62,blue,Common Welsh Green
Hohj,10,56,white,Common Welsh Green
Hqbaqt,5,7,black,Common Welsh Green
Hsbrqlv,2,87,black,Common Welsh Green
Humc,10,79,white,Common Welsh Green
Hung,14,61,black,Common Welsh Green
Huvb,18,93,red,Common Welsh Green
Huy,1,30,red,Common Welsh Green
Hvsb,18,1,black,Common Welsh Green
Hypy,2,39,white,Common Welsh Green
Iadkfi,3,94,blue,Common Welsh Green
Ianw,3,85,red,Common Welsh Green
Ibckwd,17,56,red,Common Welsh Green
Ibhposg,2,32,black,Common Welsh Green
Ibpbm,7,54,black,Common Welsh Green
Icxxfudr,15,17,red,Common Welsh Green
Idrceirj,20,80,black,Common Welsh Green
Ieeyxi,14,54,white,Common Welsh Green
Igcbn,7,58,white,Common Welsh Green
Igcpb,13,98,white,Common Welsh Green
Iho,19,14,blue,Common Welsh Green
Ihw,13,76,blue,Common Welsh Green
Iiarr,5,41,blue,Common Welsh Green
Iiwls,20,32,black,Common Welsh Green
Ijffqf,5,98,blue,Common Welsh Green
Ijkl,16,29,red,Common Welsh Green
Imycc,8,55,white,Common Welsh Green
Ioyl,4,38,black,Common Welsh Green
Ipfus,20,26,red,Common Welsh Green
Ipluml,4,33,white,Common Welsh Green
Iqw,7,7,black,Common Welsh Green
Isgrahb,5,42,black,Common Welsh Green
Ivs,7,5,white,Common Welsh Green
Iwuxuwq,4,34,blue,Common Welsh Green
Iybon,12,98,white,Common Welsh Green
Jatuwp,5,97,white,Common Welsh Green
Jbcar,14,97,white,Common Welsh Green
Jbnwl,17,81,red,Common Welsh Green
Jcpj,10,46,black,Common Welsh Green
Jeviwxo,10,62,blue,Common Welsh Green
Jhykbh,11,66,red,Common Welsh Green
Jjbmnxg,6,85,blue,Common Welsh Green
Jlbidp,0,87,white,Common Welsh Green
Jmfvgkuh,5,61,blue,Common Welsh Green
Jnnypkq,10,99,red,Common Welsh Green
Jse,11,84,blue,Common Welsh Green
Jub,0,59,white,Common Welsh Green
Jwkvibj,9,66,white,Common Welsh Green
Jyplyqxk,18,39,black,Common Welsh Green
Katt,15,10,blue,Common Welsh Green
Kcdbk,17,89,white,Common Welsh Green
Kdvi,9,94,white,Common Welsh Green
Kerka,10,73,blue,Common Welsh Green
Khxwa,19,55,white,Common Welsh Green
Kjdifag,10,80,red,Common Welsh Green
Kkdpobmj,10,68,white,Common Welsh Green
Kmx,8,91,blue,Common Welsh Green
Knbgaud,15,40,black,Common Welsh Green
Knnvm,4,41,blue,Common Welsh Green
Kphbo,5,29,black,Common Welsh Green
Kpmnopy,14,64,white,Common Welsh Green
Kvjx,5,2,white,Common Welsh Green
Kvqemr,0,83,red,Common Welsh Green
Lantrrqs,20,31,blue,Common Welsh Green
Layx,15,80,white,Common Welsh Green
Leoe,16,87,black,Common Welsh Green
Lfp,9,99,blue,Common Welsh Green
Lgofp,2,64,red,Common Welsh Green
Ljsj,17,99,white,Common Welsh Green
Lkysfoe,2,14,white,Common Welsh Green
Lobmgrjy,11,9,blue,Common Welsh Green
Lpogn,7,42,white,Common Welsh Green
Lqaxm,4,40,white,Common Welsh Green
Lue,11,55,red,Common Welsh Green
Luhffrow,9,64,white,Common Welsh Green
Luvibji,17,68,blue,Common Welsh Green
Lvbqdy,8,79,black,Common Welsh Green
Lvdxuni,20,38,white,Common Welsh Green
Lvjx,17,33,blue,Common Welsh Green
Lxjimqa,4,74,white,Common Welsh Green
Lxqb,7,9,white,Common Welsh Green
Lxsev,16,98,white,Common Welsh Green
Mbos,4,5,black,Common Welsh Green
Mfrfriv,0,97,red,Common Welsh Green
Mgistua,9,91,black,Common Welsh Green
Mgqso,3,33,red,Common Welsh Green
Mhjvq,4,23,red,Common Welsh Green
Mitxp,12,35,black,Common Welsh Green
Miwgn,20,77,red,Common Welsh Green
Mjb,7,16,black,Common Welsh Green
Mkydy,1,73,blue,Common Welsh Green
Mmwe,4,99,white,Common Welsh Green
Mohjkvot,5,42,blue,Common Welsh Green
Mqu,9,25,red,Common Welsh Green
Msergt,7,23,black,Common Welsh Green
Mxwpif,15,2,red,Common Welsh Green
Nchfm,16,56,red,Common Welsh Green
Nex,4,96,red,Common Welsh Green
Nhg,17,13,black,Common Welsh Green
Njlaysj,4,57,blue,Common Welsh Green
Njpkis,6,86,red,Common Welsh Green
Njqfuy,9,47,blue,Common Welsh Green
Nklfn,11,69,red,Common Welsh Green
Nmkqhfb,8,69,blue,Common Welsh Green
Nnbc,3,100,black,Common Welsh Green
Nnytaxfj,4,6,white,Common Welsh Green
Npnbjanr,15,25,white,Common Welsh Green
Nqmddpi,1,97,red,Common Welsh Green
Nryebqr,16,50,black,Common Welsh Green
Nsg,19,61,red,Common Welsh Green
Nvchfja,10,1,blue,Common Welsh Green
Oakx,11,58,black,Common Welsh Green
Oehepxom,11,85,white,Common Welsh Green
Ofyvsj,20,53,red,Common Welsh Green
Ogvky,19,24,white,Common Welsh Green
Ojdvlc,8,48,red,Common Welsh Green
Okblqdah,1,85,white,Common Welsh Green
Oktvslhd,5,68,black,Common Welsh Green
Olxbd,11,62,red,Common Welsh Green
Omapeibg,14,42,red,Common Welsh Green
Ombut,8,27,black,Common Welsh Green
Onbnc,8,29,black,Common Welsh Green
Onf,17,79,black,Common Welsh Green
Onk,16,92,white,Common Welsh Green
Onmyffp,18,58,white,Common Welsh Green
Opodh,13,90,white,Common Welsh Green
Oqgx,19,93,blue,Common Welsh Green
Ort,8,61,white,Common Welsh Green
Osfp,3,12,blue,Common Welsh Green
Ovra,0,78,white,Common Welsh Green
Owtj,2,4,black,Common Welsh Green
Oxcijd,11,66,blue,Common Welsh Green
Pavjnfx,10,100,red,Common Welsh Green
Pbvmhkaj,4,55,black,Common Welsh Green
Pcawuf,17,56,red,Common Welsh Green
Pcskr,8,48,red,Common Welsh Green
Pdjdnai,15,2,red,Common Welsh Green
Petytc,12,83,black,Common Welsh Green
Pgewml,19,10,black,Common Welsh Green
Picxco,3,82,black,Common Welsh Green
Pisdctle,9,58,black,Common Welsh Green
Pjihdae,20,91,black,Common Welsh Green
Pjmtyb,14,65,white,Common Welsh Green
Pkfb,18,16,red,Common Welsh Green
Pkl,0,90,red,Common Welsh Green
Plv,18,64,white,Common Welsh Green
Prenao,17,64,black,Common Welsh Green
Qbojppwg,8,37,blue,Common Welsh Green
Qfts,8,23,black,Common Welsh Green
Qgcjkoc,18,76,blue,Common Welsh Green
Qgtsx,5,52,blue,Common Welsh Green
Qhb,19,74,black,Common Welsh Green
Qhtre,0,19,blue,Common Welsh Green
Qibkuh,13,93,blue,Common Welsh Green
Qjbsu,3,61,white,Common Welsh Green
Qlfwdkcp,2,2,white,Common Welsh Green
Qluyf,3,9,black,Common Welsh Green
Qtpgmdrj,2,55,white,Common Welsh Green
Qtsdby,13,14,red,Common Welsh Green
Qtwrf,11,64,red,Common Welsh Green
Qvcr,4,83,black,Common Welsh Green
Qwpodkd,7,1,white,Common Welsh Green
Qygpttu,0,92,blue,Common Welsh Green
Qyyl,17,68,blue,Common Welsh Green
Rahs,8,66,blue,Common Welsh Green
Rcaymywx,8,63,black,Common Welsh Green
Rdlqxghw,19,85,blue,Common Welsh Green
Rdri,13,43,red,Common Welsh Green
Retk,18,87,red,Common Welsh Green
Rfia,0,69,black,Common Welsh Green
Rgbngm,4,55,white,Common Welsh Green
Rgy,8,81,white,Common Welsh Green
Rhduwog,14,49,white,Common Welsh Green
Rhlkb,7,87,white,Common Welsh Green
Rhxaeygy,2,64,blue,Common Welsh Green
Rjecvv,10,38,black,Common Welsh Green
Rnshtvp,4,63,black,Common Welsh Green
Rofpv,16,54,blue,Common Welsh Green
Rojb,13,99,white,Common Welsh Green
Rqiivms,10,72,blue,Common Welsh Green
Rqk,3,2,black,Common Welsh Green
Rtkv,17,68,blue,Common Welsh Green
Ruqhem,14,80,blue,Common Welsh Green
Rwaen,3,57,blue,Common Welsh Green
Rxafnj,5,2,black,Common Welsh Green
Rxxantqh,8,64,red,Common Welsh Green
Saksvsw,16,58,red,Common Welsh Green
Sanku,11,86,red,Common Welsh Green
Seiqyy,17,91,white,Common Welsh Green
Sjp,20,33,red,Common Welsh Green
Sladgaq,16,64,white,Common Welsh Green
Slixkk,8,92,red,Common Welsh Green
Spyrep,9,69,red,Common Welsh Green
Sqbcmg,1,7,red,Common Welsh Green
Srdloh,2,65,black,Common Welsh Green
Ssef,18,86,blue,Common Welsh Green
Svhkyv,14,5,black,Common Welsh Green
Svio,2,20,red,Common Welsh Green
Svm,10,62,black,Common Welsh Green
Swfiib,7,72,black,Common Welsh Green
Swyvnnw,5,70,blue,Common Welsh Green
Tbdoli,19,35,white,Common Welsh Green
Tbk,14,30,red,Common Welsh Green
Tck,19,56,black,Common Welsh Green
Tcreeoiq,20,56,red,Common Welsh Green
Tdkuvy,6,34,black,Common Welsh Green
Tesjqbj,16,2,white,Common Welsh Green
Tinajafv,2,80,red,Common Welsh Green
Tjslld,8,51,red,Common Welsh Green
Tki,2,69,black,Common Welsh Green
Tmbfmu,4,55,blue,Common Welsh Green
Tqxs,15,55,blue,Common Welsh Green
Trlcw,0,9,white,Common Welsh Green
Troqwbod,3,87,black,Common Welsh Green
Ttckr,18,83,red,Common Welsh Green
Tul,6,28,white,Common Welsh Green
Tvct,18,52,black,Common Welsh Green
Tvx,16,23,blue,Common Welsh Green
Twiv,14,2,red,Common Welsh Green
Twyg,7,82,red,Common Welsh Green
Tyb,6,88,blue,Common Welsh Green
Ubc,10,83,black,Common Welsh Green
Ubf,5,60,black,Common Welsh Green
Uboeaujv,17,78,black,Common Welsh Green
Uckyjxhm,3,12,blue,Common Welsh Green
Ucnq,18,41,blue,Common Welsh Green
Ufcpwe,20,96,black,Common Welsh Green
Ugjicju,4,20,white,Common Welsh Green
Uhfcj,14,98,blue,Common Welsh Green
Ujjoxmy,14,7,white,Common Welsh Green
Ulynrvex,17,62,black,Common Welsh Green
Usctbh,15,7,white,Common Welsh Green
Userhas,2,85,blue,Common Welsh Green
Uuxvyuxa,5,62,black,Common Welsh Green
Uvy,15,68,red,Common Welsh Green
Uwbwbtj,20,3,black,Common Welsh Green
Uwilsyi,20,75,white,Common Welsh Green
Uwx,15,75,black,Common Welsh Green
Uxtnvojq,14,85,white,Common Welsh Green
Uyb,4,59,black,Common Welsh Green
Vaqbf,18,75,black,Common Welsh Green
Vdmq,1,93,blue,Common Welsh Green
Vilaedip,6,97,blue,Common Welsh Green
Vipm,10,35,red,Common Welsh Green
Vjgaru,0,6,white,Common Welsh Green
Vlyisapw,7,7,blue,Common Welsh Green
Vpbolmmk,14,100,black,Common Welsh Green
Vpdv,13,38,white,Common Welsh Green
Vqhtnpg,7,37,red,Common Welsh Green
Vsnoiqn,4,35,white,Common Welsh Green
Vtjaa,10,31,red,Common Welsh Green
Vtobtuiy,12,71,black,Common Welsh Green
Vwhf,4,62,blue,Common Welsh Green
Vyepv,2,9,blue,Common Welsh Green
Vyvb,20,99,black,Common Welsh Green
Wac,7,94,white,Common Welsh Green
Wamcfc,13,100,blue,Common Welsh Green
Wbbkifsx,10,47,black,Common Welsh Green
Wcy,4,44,black,Common Welsh Green
Werfi,10,89,white,Common Welsh Green
Wgixg,7,2,black,Common Welsh Green
Wln,17,6,black,Common Welsh Green
Wmrayrn,9,23,blue,Common Welsh Green
Wobik,19,30,red,Common Welsh Green
Wodsxwvq,5,34,white,Common Welsh Green
Wsrskd,14,49,black,Common Welsh Green
Wwmyacsg,7,49,blue,Common Welsh Green
Xbmlpp,13,76,white,Common Welsh Green
Xexvcn,18,78,black,Common Welsh Green
Xftfp,5,95,white,Common Welsh Green
Xgcnpbxj,14,91,white,Common Welsh Green
Xhod,13,4,red,Common Welsh Green
Xovmjrra,17,58,black,Common Welsh Green
Xqdlmh,5,44,red,Common Welsh Green
Xqhrex,2,68,red,Common Welsh Green
Xqttbjb,6,56,red,Common Welsh Green
Xrhpsl,13,77,red,Common Welsh Green
Xtplmd,6,47,white,Common Welsh Green
Xusxpk,10,38,black,Common Welsh Green
Xwrul,3,38,red,Common Welsh Green
Xxebbcsw,4,58,red,Common Welsh Green
Xxk,15,80,white,Common Welsh Green
Xyffjww,19,61,red,Common Welsh Green
Xyoabwp,9,80,white,Common Welsh Green
Ycu,14,4,red,Common Welsh Green
Ydylfynd,17,23,red,Common Welsh Green
Yecagsw,11,30,red,Common Welsh Green
Yfi,8,99,blue,Common Welsh Green
Yhreg,13,12,red,Common Welsh Green
Yhxku,16,9,black,Common Welsh Green
Ynowiuch,19,47,black,Common Welsh Green
Yodn,17,10,red,Common Welsh Green
Yqpoqh,10,18,blue,Common Welsh Green
Ystemim,20,4,black,Common Welsh Green
Ytffjat,18,64,black,Common Welsh Green
Yusqik,9,25,black,Common Welsh Green
Yvbsjabe,10,6,white,Common Welsh Green
Yvkbyl,19,84,blue,Common Welsh Green
